protein,condition,light,co2_concentration,mean_intensity,mean_mass_fraction_norm,sd_intensity,Process,Pathway,Protein,Process.abbr,Pathway.abbr
sll0804,Light-0300,300,1,1290384.7134605,0.0000506048,474869.678679076,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0804,Light-1000,1000,1,1718492.0611425,0.0000804274,582785.456674621,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0807,CO2-0-15,300,0.15,9316665.25,0.0007755488,1417454.08133065,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,CO2-0-2,300,0.2,9891904.5,0.0007915919,1428380.09776495,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,CO2-0-3,300,0.3,13053199.4083675,0.0009279766,814853.781319448,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,CO2-0-5,300,0.5,6509500.49740525,0.0005973702,4624952.22682125,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,CO2-1-0,300,1,525950.91988,0.0003501105,152860.54886973,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,Light-0060,60,1,3597782.0977775,-0.000082585,1873625.09303603,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,Light-0100,100,1,5633410,0.0000556913,1881258.40317946,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,Light-0200,200,1,9283792.5,0.0002985568,1370797.41920229,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,Light-0300,300,1,10965217.5,0.0003338742,1299819.46049891,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0807,Light-1000,1000,1,12525575,0.000456688,1850687.01725422,Energy metabolism,Pentose phosphate pathway,pentose-5-phosphate-3-epimerase,Energy,Pentose phosphate 
sll0809,CO2-0-15,300,0.15,1598402.21953682,0.0000556935,351658.322708506,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,CO2-0-2,300,0.2,1924921.80696834,0.00006906,358123.617579982,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,CO2-0-3,300,0.3,1786853.94515749,0.0000611365,366404.471789709,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,CO2-0-5,300,0.5,1411355.38340521,0.0000371893,210356.274697946,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,CO2-1-0,300,1,2208150.38706561,0.0000606678,1295784.50011025,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,Light-0060,60,1,1048453.232502,0.0000929372,380646.892933074,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,Light-0100,100,1,466234.289956,0.0000526007,326709.190772275,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,Light-0200,200,1,332101.99138475,0.0000431297,197905.929021751,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,Light-0300,300,1,683682.49806525,0.0000620573,303011.407040174,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0809,Light-1000,1000,1,620636.19091725,0.0000596351,134587.100990894,"Biosynthesis of cofactors, prosthetic groups, and carriers",Lipoate,lip triacylglycerol lipase,Cofactors,Lipoate
sll0812,CO2-0-15,300,0.15,4320953.71772925,0.0001746022,448615.646810823,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,CO2-0-2,300,0.2,4147535.7727245,0.0001615345,477771.987674068,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,CO2-0-3,300,0.3,4520201.24235,0.0001751239,2637615.27370343,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,CO2-0-5,300,0.5,3602535.25917225,0.000115865,294628.685839221,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,CO2-1-0,300,1,4132941.64285475,0.0001204504,531950.997794379,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,Light-0060,60,1,1477230.42941081,0.0001335853,617402.65652935,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,Light-0100,100,1,1958618.07639707,0.0001660476,405463.801839252,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,Light-0200,200,1,2379975.53208409,0.0001930181,620595.556299929,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,Light-0300,300,1,1525516.18913087,0.0001241549,384518.509058949,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0812,Light-1000,1000,1,1581186.33618184,0.0001310938,174034.363559979,Hypothetical,Hypothetical,hypothetical protein,Hypoth,Hypothetical
sll0813,CO2-0-15,300,0.15,2753967.5,0.0001394473,598472.080768184,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,CO2-0-2,300,0.2,2595648.11403537,0.0001288921,280732.239300717,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,CO2-0-3,300,0.3,2321163.32421875,0.0001141673,424102.06766632,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,CO2-0-5,300,0.5,3379377.5,0.0001463814,315761.947901158,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,CO2-1-0,300,1,3544028.25291875,0.0001384282,592587.948135727,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,Light-0060,60,1,1054472.13756975,0.000064768,409643.870992073,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,Light-0100,100,1,862797.01650525,0.0000512198,548834.09775785,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,Light-0200,200,1,1322471.21812075,0.0000816779,439180.811917141,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,Light-0300,300,1,2396939.104185,0.0001373169,1315565.51958235,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0813,Light-1000,1000,1,3799756.113125,0.0002309105,863131.127030621,Photosynthesis and respiration,Respiratory terminal oxidases,cytochrome c oxidase subunit II,Photosynth,Respiratory termin
sll0815,CO2-0-15,300,0.15,956122.688692317,0.0000514349,64236.2359993835,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,CO2-0-2,300,0.2,1030341.95782651,0.0000537888,238692.719436581,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,CO2-0-3,300,0.3,1228331.25100843,0.0000619876,374657.84750856,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,CO2-0-5,300,0.5,1103365.15516927,0.0000509798,190332.591093412,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,CO2-1-0,300,1,1183489.66052736,0.0000493536,581276.831734049,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,Light-0060,60,1,1692905.74990025,0.0001109843,1081953.50252391,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,Light-0100,100,1,1161011.4545715,0.0000738557,230185.3440739,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,Light-0200,200,1,1146011.12865925,0.0000718956,340599.467843805,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,Light-0300,300,1,920918.015805,0.0000500313,232752.991151865,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0815,Light-1000,1000,1,1577509.71890375,0.000093385,282183.426712707,Unknown,Unknown,unknown protein,Unknown,Unknown
sll0816,CO2-0-15,300,0.15,1480363.67177147,0.0001094863,237564.936986212,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,CO2-0-2,300,0.2,1092348.07760409,0.0000897004,32551.2882866042,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,CO2-0-3,300,0.3,866200.179256381,0.0000784418,65674.5990911316,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,CO2-0-5,300,0.5,1038736.78452349,0.0000813556,168390.838970909,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,CO2-1-0,300,1,1016962.95751666,0.0000762464,204353.8038134,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,Light-0060,60,1,1862843.26997829,0.0000896831,365334.041439755,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,Light-0100,100,1,1324316.90029343,0.0000520352,201999.18255063,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,Light-0200,200,1,2349416.84109377,0.000120446,516024.832523251,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,Light-0300,300,1,1893772.18321588,0.000075975,291941.064176158,Other categories,Other,probable oxidoreductase,Other,Other
sll0816,Light-1000,1000,1,4074068.79115644,0.0002173116,847797.792287898,Other categories,Other,probable oxidoreductase,Other,Other
sll0817,CO2-0-15,300,0.15,347019.7078505,0.0000603422,108073.34893122,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,CO2-0-2,300,0.2,434538.13117725,0.0000640189,91594.7884963939,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,CO2-0-3,300,0.3,404058.7492145,0.0000622617,81638.7808609354,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,CO2-0-5,300,0.5,452268.81019475,0.000062299,25898.970511625,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,CO2-1-0,300,1,531454.03751025,0.0000633384,107604.904463981,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,Light-0060,60,1,1548845.8144605,0.0000630601,207211.432503253,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,Light-0100,100,1,1583662.21494875,0.0000648614,498456.369842082,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,Light-0200,200,1,1602722.575292,0.0000648666,264274.827958419,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,Light-0300,300,1,1741185.60443925,0.000061762,46731.4049529616,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0817,Light-1000,1000,1,2033685.8778635,0.0000840758,382610.41651535,Translation,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,Translat,Aminoacyl tRNA syn
sll0819,CO2-0-15,300,0.15,64714424.672928,0.0027944423,12658174.7270263,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,CO2-0-2,300,0.2,66316425.797886,0.0027943634,11494918.3772533,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,CO2-0-3,300,0.3,63441711.5470376,0.0026074927,8530050.44178174,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,CO2-0-5,300,0.5,58084569.5934656,0.0020838938,20780733.5870767,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,CO2-1-0,300,1,19598897.3084172,0.0004262926,4610075.80326821,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,Light-0060,60,1,11554088.5486731,0.0010921432,13634572.8289614,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,Light-0100,100,1,13750150.5404323,0.0012384092,11379854.5969504,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,Light-0200,200,1,3090911.8498715,0.0005046954,1133491.72740605,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,Light-0300,300,1,2551034.59365317,0.0004497998,1550294.21802146,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0819,Light-1000,1000,1,1788717.8984754,0.0004076267,629293.068697338,Photosynthesis and respiration,Photosystem I,"photosystem I reaction center subunit III precursor (PSI-F), plastocyanin (cyt c553) docking protein",Photosynth,Photosystem I
sll0821,CO2-0-15,300,0.15,2039324.81558059,0.0001232614,446478.028247691,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,CO2-0-2,300,0.2,1827361.93511674,0.0001110321,465088.487046553,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,CO2-0-3,300,0.3,1798327.65723718,0.0001081787,382038.572771229,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,CO2-0-5,300,0.5,1827347.2510175,0.0001007451,701711.186395909,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,CO2-1-0,300,1,1697100.26150352,0.0000883724,715220.394308431,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,Light-0060,60,1,1963457.99470763,0.0001095343,1342347.83327334,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,Light-0100,100,1,2112078.70363554,0.0001189851,482777.922674476,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,Light-0200,200,1,1877339.5243415,0.0001013571,841712.050637518,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,Light-0300,300,1,1877678.48470888,0.0000879106,507793.579944193,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0821,Light-1000,1000,1,2810642.35900294,0.0001507956,772893.738729591,Regulatory functions,Regulatory functions,phytochrome-like protein cph2,Regul,Regulatory functio
sll0822,CO2-0-15,300,0.15,38727631.093725,0.0012842756,4977707.26783997,Regulatory functions,Regulatory functions,"AbrB-like transcriptional regulator, DNA binding",Regul,Regulatory functio
sll0822,CO2-0-2,300,0.2,39770230,0.0012881371,1846465.57849946,Regulatory functions,Regulatory functions,"AbrB-like transcriptional regulator, DNA binding",Regul,Regulatory functio
sll0822,CO2-0-3,300,0.3,38650074.25,0.0012036968,2953648.92748482,Regulatory functions,Regulatory functions,"AbrB-like transcriptional regulator, DNA binding",Regul,Regulatory functio
sll0822,CO2-0-5,300,0.5,40886101.5,0.0011099703,5041286.72260522,Regulatory functions,Regulatory functions,"AbrB-like transcriptional regulator, DNA binding",Regul,Regulatory functio
sll0822,CO2-1-0,300,1,53356998,0.0013994904,1725732.47063076,Regulatory functions,Regulatory functions,"AbrB-like transcriptional regulator, DNA binding",Regul,Regulatory functio
