"","protein","condition","growthrate","mean_intensity","median_intensity","CV","CI","mean_massfraction","rel_intensity","psortB_localization","Process","Pathway","Protein","Protein.names","Length","MolWeight","Process.color","Process.abbr","Pathway.abbr","mean_mass_fraction_norm","model.category"
"3649","sll0945","Light-0300",0.0934,7161951.12041883,6823032.55209985,0.1434394738,0.1405681013,0.0004341001,0.9076147432,"Cytoplasmic","Central intermediary metabolism","Polysaccharides and glycoproteins","glycogen synthase","Glycogen synthase 1 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 1)",477,54.36,5,"CentralMet","Polysaccharides an",0.0004298059,"CBM"
"3650","sll0945","Light-1000",0.0961,7565040.00820725,7517542.66123938,0.1133971435,0.1111271586,0.0004755865,1,"Cytoplasmic","Central intermediary metabolism","Polysaccharides and glycoproteins","glycogen synthase","Glycogen synthase 1 (EC 2.4.1.21) (Starch [bacterial glycogen] synthase 1)",477,54.36,5,"CentralMet","Polysaccharides an",0.0004712924,"CBM"
"3761","sll1023","CO2-0-15",0.0183,911413.40293425,962437.128505,0.247357894,0.2424062818,4.3513e-05,1.3354347178,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.0001411047,"CBM"
"3762","sll1023","CO2-0-2",0.0279,810217.88583875,825011.810194,0.1018304719,0.0997920287,3.77463e-05,1.144749492,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.000135338,"CBM"
"3763","sll1023","CO2-0-3",0.0452,945866.3464215,742037.392108,0.693334936,0.6794557519,4.32765e-05,1.0296179002,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.0001408682,"CBM"
"3764","sll1023","CO2-0-5",0.0756,778311.31472675,716440.4583865,0.4493529353,0.4403577848,3.18786e-05,0.9941007397,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.0001294703,"CBM"
"3765","sll1023","CO2-1-0",0.1003,748293.710063,720692.0081465,0.3228912266,0.3164275875,2.7546e-05,1,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.0001251376,"CBM"
"3766","sll1023","Light-0060",0.0331,3194404.9103905,3410590.26665,0.5551482951,0.5440353322,0.0002203406,0.6734846796,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.0001227489,"CBM"
"3767","sll1023","Light-0100",0.0485,1543067.69294,1883450.93903,0.6380046364,0.6252330547,0.0001058513,0.3719225275,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",8.2597e-06,"CBM"
"3768","sll1023","Light-0200",0.0639,2742021.208085,2236584.547955,0.9518903609,0.9328354123,0.0001858692,0.441655347,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",8.82775e-05,"CBM"
"3769","sll1023","Light-0300",0.0934,3570192.4554125,3136370.990515,0.6880512329,0.674277818,0.0002163964,0.6193349675,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.0001188048,"CBM"
"3770","sll1023","Light-1000",0.0961,4927129.4454,5064094.803795,0.4235984156,0.4151188192,0.0003097507,1,"Unknown","Energy metabolism","TCA cycle","succinyl-CoA synthetase beta chain",NA,401,44.06,7,"Energy","TCA cycle",0.0002121591,"CBM"
"3781","sll1027","CO2-0-15",0.0183,6024493.05263627,6159004.90275981,0.1535137492,0.1504407098,0.0002876235,1.1458186787,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0003247454,"CBM"
"3782","sll1027","CO2-0-2",0.0279,6853833.95832135,7015675.92966262,0.0766208869,0.0750870894,0.0003193054,1.3051933958,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0003564273,"CBM"
"3783","sll1027","CO2-0-3",0.0452,6492257.0148987,6717738.94485755,0.2429276704,0.2380647424,0.0002970423,1.2497653246,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0003341642,"CBM"
"3784","sll1027","CO2-0-5",0.0756,6601977.99255504,6407312.55068668,0.1382993228,0.1355308459,0.0002704086,1.192013729,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0003075305,"CBM"
"3785","sll1027","CO2-1-0",0.1003,5555352.05282805,5375200.297536,0.3188640868,0.312481063,0.0002045021,1,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.000241624,"CBM"
"3786","sll1027","Light-0060",0.0331,10803866.0811746,8490626.20767551,0.5140747069,0.5037839554,0.0007452186,2.8523966555,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0007080967,"CBM"
"3787","sll1027","Light-0100",0.0485,6119609.67745161,6600736.04289628,0.278667,0.2730886418,0.0004197929,2.2174945584,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.000382671,"CBM"
"3788","sll1027","Light-0200",0.0639,4845745.91181389,4677853.57901493,0.1493884214,0.1463979628,0.0003284711,1.5715088119,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0002913492,"CBM"
"3789","sll1027","Light-0300",0.0934,4614282.62377353,4660017.01691153,0.1236818389,0.1212059749,0.0002796808,1.5655166802,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0002425589,"CBM"
"3790","sll1027","Light-1000",0.0961,3103587.49956034,2976663.91916469,0.2502127572,0.2452039963,0.0001951113,1,"Cytoplasmic","Amino acid biosynthesis","Glutamate family / Nitrogen assimilation","NADH-dependent glutamate synthase small subunit",NA,494,54.15,1,"AminoAcids","Glutamate family /",0.0001579894,"CBM"
"3911","sll1045","CO2-0-15",0.0183,1259417.78717325,1103114.6903755,0.2606838097,0.2554654392,6.01276e-05,0.7086020028,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",5.43144e-05,"MAI"
"3912","sll1045","CO2-0-2",0.0279,1655976.96148175,1664485.7578975,0.1718853612,0.1684445587,7.71484e-05,1.0692069936,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",7.13352e-05,"MAI"
"3913","sll1045","CO2-0-3",0.0452,1745247.1128885,1515930.5074305,0.4072718573,0.3991190861,7.98509e-05,0.9737803358,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",7.40377e-05,"MAI"
"3914","sll1045","CO2-0-5",0.0756,1319932.82957637,1295067.107332,0.3103347241,0.3041224412,5.40628e-05,0.8319054709,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",4.82496e-05,"MAI"
"3915","sll1045","CO2-1-0",0.1003,1534207.35078275,1556747.9149555,0.2313234058,0.2266927721,5.64768e-05,1,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",5.06636e-05,"MAI"
"3916","sll1045","Light-0060",0.0331,445311.61892725,455400.4377555,0.3581546719,0.3509851289,3.07163e-05,0.5021378518,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",3.65295e-05,"MAI"
"3917","sll1045","Light-0100",0.0485,510749.50272175,388533.5415835,0.7776809287,0.7621133059,3.50364e-05,0.428408455,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",4.08496e-05,"MAI"
"3918","sll1045","Light-0200",0.0639,836223,892952,0.2374950562,0.2327408783,5.66838e-05,0.9845950111,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",6.24969e-05,"MAI"
"3919","sll1045","Light-0300",0.0934,751037,725795,0.1613725162,0.1581421599,4.55218e-05,0.8002828103,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",5.1335e-05,"MAI"
"3920","sll1045","Light-1000",0.0961,850856.8216165,906923.140945,0.4331540298,0.4244831491,5.34903e-05,1,"Unknown","DNA replication, restriction, modification, recombination, and repair","DNA replication, restriction, modification, recombination, and repair","mutator MutT protein",NA,136,15.16,6,"DNArep","DNA replication, r",5.93035e-05,"MAI"
"3961","sll1058","CO2-0-15",0.0183,3076891.68068,3442937.973235,0.4136390187,0.4053587896,0.000146898,0.8301645576,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0001595481,"CBM"
"3962","sll1058","CO2-0-2",0.0279,2387815.226425,2521702.939415,0.2424162465,0.2375635562,0.0001112432,0.6080354689,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0001238932,"CBM"
"3963","sll1058","CO2-0-3",0.0452,2579629.8622835,2726696.004745,0.3573625898,0.3502089027,0.0001180266,0.6574635965,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0001306767,"CBM"
"3964","sll1058","CO2-0-5",0.0756,3038922.396325,3153174.039214,0.2835241654,0.2778485765,0.0001244704,0.7602963956,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0001371205,"CBM"
"3965","sll1058","CO2-1-0",0.1003,4349617.51413275,4147295.788407,0.1068739174,0.1047345145,0.0001601169,1,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.000172767,"CBM"
"3966","sll1058","Light-0060",0.0331,2587670.75576225,2498376.811451,0.119901902,0.1175017048,0.0001784898,0.5524002787,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0001658398,"CBM"
"3967","sll1058","Light-0100",0.0485,3592920.79091,3346890.06164,0.417523433,0.4091654457,0.0002464671,0.7400096712,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0002338171,"CBM"
"3968","sll1058","Light-0200",0.0639,2507473.75065325,2035782.5219515,0.4034230253,0.3953473001,0.0001699703,0.4501189842,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0001573202,"CBM"
"3969","sll1058","Light-0300",0.0934,3091308.7368965,2507143.210001,0.4691686963,0.4597768737,0.0001873703,0.5543385616,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0001747203,"CBM"
"3970","sll1058","Light-1000",0.0961,4372089.9237575,4522765.29855,0.4953278563,0.4854123794,0.0002748574,1,"Cytoplasmic","Amino acid biosynthesis","Aspartate family","dihydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)",275,29.1,1,"AminoAcids","Aspartate family",0.0002622073,"CBM"
"4031","sll1070","CO2-0-15",0.0183,123951032.833114,120786581.940939,0.0770171369,0.0754754073,0.0059177139,0.5309987115,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0050537697,"GLM"
"4032","sll1070","CO2-0-2",0.0279,134208778.219099,135008652.010457,0.0390242781,0.0382430898,0.006252499,0.593521392,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0053885548,"GLM"
"4033","sll1070","CO2-0-3",0.0452,140766203.632326,143534226.876289,0.0445079575,0.0436169969,0.0064405218,0.6310012942,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0055765776,"GLM"
"4034","sll1070","CO2-0-5",0.0756,163195350.084514,156907059.00538,0.1305214848,0.1279087047,0.0066842745,0.6897905778,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0058203304,"GLM"
"4035","sll1070","CO2-1-0",0.1003,235299909.107029,227470574.476493,0.0916321556,0.0897978624,0.0086617948,1,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0077978506,"GLM"
"4036","sll1070","Light-0060",0.0331,66869585.6276637,65459028.2383564,0.1741789566,0.1706922409,0.0046124654,0.6492163424,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0054764095,"GLM"
"4037","sll1070","Light-0100",0.0485,74977361.7723606,72910948.1264787,0.4319909464,0.4233433483,0.0051432962,0.7231237667,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0060072403,"GLM"
"4038","sll1070","Light-0200",0.0639,107583407.616046,104073872.65258,0.1357479914,0.1330305871,0.0072925906,1.0321946531,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0081565348,"GLM"
"4039","sll1070","Light-0300",0.0934,117078420.151587,114360972.990315,0.1238530028,0.1213737124,0.0070963551,1.1342211242,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0079602992,"GLM"
"4040","sll1070","Light-1000",0.0961,104134478.455615,100827757.964816,0.3658152759,0.3584923829,0.0065465559,1,"Cytoplasmic","Energy metabolism","Pentose phosphate pathway","transketolase",NA,670,71.73,7,"Energy","Pentose phosphate ",0.0074105,"GLM"
"4061","sll1077","CO2-0-15",0.0183,1008306.47470762,1023811.31941759,0.2602535779,0.2550438198,4.81389e-05,0.8223593391,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",8.79183e-05,"CBM"
"4062","sll1077","CO2-0-2",0.0279,854886.678539995,795145.657070443,0.2295220219,0.2249274483,3.98273e-05,0.6386874658,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",7.96067e-05,"CBM"
"4063","sll1077","CO2-0-3",0.0452,739669.215932462,758605.258450227,0.1086290346,0.1064544977,3.38423e-05,0.609337001,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",7.36217e-05,"CBM"
"4064","sll1077","CO2-0-5",0.0756,1007424.14158959,1101879.23287051,0.3074034485,0.3012498439,4.12628e-05,0.8850660865,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",8.10422e-05,"CBM"
"4065","sll1077","CO2-1-0",0.1003,1204989.21345371,1244968.31335934,0.1270900006,0.124545912,4.43577e-05,1,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",8.41371e-05,"CBM"
"4066","sll1077","Light-0060",0.0331,2354205.3432805,2213377.9196,0.6681806377,0.6548049925,0.0001623861,1.0833410067,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",0.0001226067,"CBM"
"4067","sll1077","Light-0100",0.0485,1914231.46301175,1970608.736535,0.6594286938,0.6462282451,0.0001313124,0.9645172809,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",9.15331e-05,"CBM"
"4068","sll1077","Light-0200",0.0639,797424.0423875,816407.2385065,0.1903944044,0.1865830877,5.40538e-05,0.3995916973,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",1.42744e-05,"CBM"
"4069","sll1077","Light-0300",0.0934,2005684.7725875,1550180.64394,0.510299887,0.5000846999,0.0001215685,0.7587381462,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",8.17892e-05,"CBM"
"4070","sll1077","Light-1000",0.0961,1961507.63999,2043103.608015,0.1788398249,0.1752598079,0.0001233129,1,"Cytoplasmic","Energy metabolism","Amino acids and amines","agmatinase","Probable agmatinase 2 (EC 3.5.3.11) (Agmatine ureohydrolase 2) (AUH 2)",390,42.97,7,"Energy","Amino acids and am",8.35335e-05,"CBM"
